,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_ID,Outlet_Age,Item_MRP_Group,price/weight
1622,18.85,Low Fat,-2.8941150251875385,131.5284,MED,Small,Tier 2,Supermarket Type1,1581.9408,FD,9,B,6.977633952254641
1623,9.8,Regular,-2.0271446661683274,49.2008,MED,High,Tier 3,Supermarket Type1,657.8104,FD,26,A,5.020489795918367
1624,12.65,Regular,-1.8519770478977928,238.3538,MED,Small,Tier 2,Supermarket Type1,5528.1374,FD,6,D,18.842197628458496
1625,20.7,Low Fat,-3.23384541214032,149.8366,MED,Medium,Tier 3,Supermarket Type2,2267.049,NC,4,C,7.23848309178744
1626,14.65,Low Fat,-1.7709190512112338,55.2614,MED,High,Tier 3,Supermarket Type1,718.3982,DR,26,A,3.772109215017065
1627,6.695,Low Fat,-3.387956559527098,222.8456,HIGH,Medium,Tier 3,Supermarket Type3,7073.4592,FD,28,D,33.28537714712472
1628,15.85,Low Fat,-2.8551547681885836,55.8956,MED,Medium,Tier 3,Supermarket Type2,491.3604,FD,4,A,3.5265362776025238
1629,17.25,Regular,-1.8319822620555062,61.5194,MED,Small,Tier 2,Supermarket Type1,1052.6298,FD,6,A,3.566342028985507
1630,16.0,Regular,-2.3042592135521907,87.4856,MED,Small,Tier 2,Supermarket Type1,263.6568,FD,6,B,5.46785
1631,6.32,Low Fat,-4.364741212096556,40.2822,MED,Small,Tier 1,Supermarket Type1,628.5152,FD,16,A,6.373765822784811
1632,6.525,Low Fat,-2.4048544578517475,86.7882,MED,Small,Tier 2,Supermarket Type1,1975.4286,NC,9,B,13.30087356321839
1633,6.695,Low Fat,-2.9841813102053467,191.882,MED,High,Tier 3,Supermarket Type1,3861.64,FD,26,C,28.6604929051531
1634,14.85,Regular,-4.609284538339771,157.963,MED,Small,Tier 2,Supermarket Type1,2816.334,FD,11,C,10.637239057239057
1635,17.1,Low Fat,-3.4210275359371987,150.7392,MED,Medium,Tier 1,Supermarket Type1,3131.9232,FD,14,C,8.815157894736842
1636,10.3,Regular,-3.891867572728054,115.0176,MED,High,Tier 3,Supermarket Type1,4122.6336,FD,26,B,11.166757281553398
1637,19.7,Low Fat,-2.5529841874636476,179.166,MED,High,Tier 3,Supermarket Type1,3056.022,FD,26,C,9.094720812182741
1638,10.695,Regular,-4.470357689327887,73.5038,MED,Medium,Tier 1,Supermarket Type1,1478.076,FD,14,B,6.872725572697522
1639,7.285,Low Fat,-3.4668626493402654,177.1054,MED,Small,Tier 2,Supermarket Type1,2626.581,NC,11,C,24.310967741935485
1640,17.7,Low Fat,-2.9730599442647483,127.3678,MED,Medium,Tier 3,Supermarket Type2,3306.3628,NC,4,B,7.195920903954803
1641,18.25,Low Fat,-4.179729066922753,198.0084,MED,Medium,Tier 1,Supermarket Type1,793.6336,FD,14,C,10.849775342465753
1642,5.175,Regular,-3.0084086807791826,106.7622,LOW,Small,Tier 3,Grocery Store,211.7244,FD,15,B,20.630376811594203
1643,5.635,Low Fat,-2.3537954487158395,148.705,MED,Medium,Tier 1,Supermarket Type1,1198.44,FD,14,C,26.389529724933453
1644,6.035,Low Fat,-1.442087867340774,155.5998,LOW,Small,Tier 3,Grocery Store,153.7998,FD,15,C,25.78289975144987
1645,14.8,Low Fat,-2.508720764270857,191.4846,MED,Medium,Tier 3,Supermarket Type2,3057.3536,FD,4,C,12.938148648648648
1646,18.25,Regular,-1.6966590568779298,111.657,MED,Small,Tier 1,Supermarket Type1,1537.998,FD,16,B,6.118191780821918
1647,16.1,Regular,-2.75530943274709,179.4318,MED,Medium,Tier 3,Supermarket Type2,360.8636,FD,4,C,11.144832298136645
1648,16.75,Low Fat,-2.8002927184979534,170.4106,MED,Medium,Tier 3,Supermarket Type2,513.3318,FD,4,C,10.173767164179104
1649,17.7,Regular,-2.0764099446174216,184.3924,MED,Small,Tier 1,Supermarket Type1,4257.1252,FD,16,C,10.417649717514125
1650,8.88,Low Fat,-2.314903564780806,208.927,MED,Medium,Tier 1,Supermarket Type1,7130.718,NC,14,D,23.527815315315312
1651,18.2,Low Fat,-1.308221601135187,38.319,LOW,Small,Tier 3,Grocery Store,109.857,FD,15,A,2.1054395604395606
1652,11.15,Low Fat,-2.1214902132608535,44.9744,MED,High,Tier 3,Supermarket Type1,498.0184,FD,26,A,4.033578475336323
1653,20.0,Low Fat,-3.3649444526422405,45.3086,MED,Small,Tier 2,Supermarket Type1,490.6946,FD,6,A,2.26543
1654,7.935,Low Fat,-3.4511128152097656,263.091,MED,High,Tier 3,Supermarket Type1,5522.811,NC,26,D,33.15576559546314
1655,20.1,Low Fat,-2.5932242399509056,110.7228,MED,Small,Tier 2,Supermarket Type1,1657.842,FD,11,B,5.508597014925373
1656,13.65,Regular,-4.340070512319795,114.7834,MED,Small,Tier 2,Supermarket Type1,3455.502,FD,9,B,8.409040293040293
1657,6.635,Regular,-3.0730895435784182,36.7506,MED,Medium,Tier 3,Supermarket Type2,75.9012,FD,4,A,5.538899773926149
1658,18.25,Low Fat,-2.533515130462878,226.1062,MED,Small,Tier 2,Supermarket Type1,6771.186,FD,11,D,12.389380821917808
1659,11.15,Low Fat,-2.6066247712487756,66.0142,MED,Small,Tier 2,Supermarket Type1,988.713,NC,6,A,5.9205560538116595
1660,19.5,Low Fat,-4.152699362034662,185.6608,MED,Small,Tier 2,Supermarket Type1,918.804,NC,9,C,9.521066666666666
1661,6.48,Low Fat,-3.3827897563407,148.2076,MED,Medium,Tier 1,Supermarket Type1,3399.5748,FD,14,C,22.871543209876545
1662,11.15,Regular,-2.251701654585984,102.7648,MED,High,Tier 3,Supermarket Type1,1142.5128,FD,26,B,9.216573991031389
1663,5.985,Low Fat,-2.3463739008224906,125.8678,MED,High,Tier 3,Supermarket Type1,3560.6984,FD,26,B,21.030543024227235
1664,7.27,Low Fat,-3.0613848443478355,99.3384,MED,Small,Tier 2,Supermarket Type1,2759.0752,NC,6,B,13.664154057771665
1665,6.78,Regular,-2.689842933951847,227.5694,MED,Medium,Tier 1,Supermarket Type1,3653.9104,FD,14,D,33.56480825958702
1666,9.195,Regular,-3.050979479621469,50.7666,MED,Medium,Tier 3,Supermarket Type2,512.666,FD,4,A,5.52110929853181
1667,19.5,Regular,-2.5625469585341443,232.8958,MED,High,Tier 3,Supermarket Type1,5608.6992,DR,26,D,11.94337435897436
1668,6.59,Low Fat,-2.2440570297744076,83.9908,MED,Medium,Tier 3,Supermarket Type2,1426.1436,FD,4,B,12.745189681335356
1669,7.51,Low Fat,-4.0496152034020625,229.601,MED,Small,Tier 1,Supermarket Type1,6201.927,FD,16,D,30.572703062583223
1670,13.0,Low Fat,-2.6141590913380295,254.1014,LOW,Small,Tier 1,Grocery Store,255.0014,NC,28,D,19.54626153846154
1671,15.25,Low Fat,-1.8498698186031335,215.0192,LOW,Small,Tier 1,Grocery Store,1078.596,FD,28,D,14.099619672131148
1672,8.935,Low Fat,-3.2191718186700444,55.7298,HIGH,Medium,Tier 3,Supermarket Type3,1024.6662,FD,28,A,6.237246782316731
1673,12.5,Low Fat,-2.5118321001062403,220.0798,MED,Small,Tier 2,Supermarket Type1,1322.2788,FD,9,D,17.606384000000002
1674,17.0,Low Fat,-2.9484292908814393,123.773,MED,Medium,Tier 3,Supermarket Type2,1231.73,NC,4,B,7.280764705882353
1675,7.93,Low Fat,-2.648017881721059,46.4086,HIGH,Medium,Tier 3,Supermarket Type3,2007.387,NC,28,A,5.852282471626734
1676,12.65,Low Fat,-2.6618683069421225,53.5324,MED,Small,Tier 2,Supermarket Type1,830.9184,FD,6,A,4.231810276679842
1677,12.5,Regular,-2.2075333283942356,82.7592,MED,Small,Tier 2,Supermarket Type1,577.9144,FD,9,B,6.620736000000001
1678,18.7,Regular,-2.3864997570251996,184.2292,MED,Medium,Tier 3,Supermarket Type2,1277.0044,FD,4,C,9.851828877005348
1679,11.0,Regular,-2.01631188502592,218.4798,MED,Small,Tier 1,Supermarket Type1,2203.798,FD,16,D,19.861800000000002
1680,16.7,Low Fat,-3.0659555945907435,248.6776,LOW,Small,Tier 1,Grocery Store,495.3552,NC,28,D,14.890874251497006
1681,7.35,Low Fat,-3.55249995619454,40.5454,MED,Small,Tier 2,Supermarket Type1,545.2902,FD,11,A,5.516380952380953
1682,10.895,Low Fat,-1.989989271428767,264.5568,MED,High,Tier 3,Supermarket Type1,5536.7928,FD,26,D,24.282404772831576
1683,17.2,Regular,-4.422675727475834,165.3184,MED,High,Tier 3,Supermarket Type1,990.7104,FD,26,C,9.61153488372093
1684,15.5,Regular,-3.668529016109132,83.7934,MED,Small,Tier 2,Supermarket Type1,1474.0812,FD,6,B,5.406025806451614
1685,7.905,Low Fat,-2.7458407949637498,229.4694,MED,Small,Tier 2,Supermarket Type1,2055.3246,DR,11,D,29.028387096774193
1686,9.8,Low Fat,-4.274426325227931,45.006,MED,Small,Tier 2,Supermarket Type1,792.302,DR,6,A,4.592448979591836
1687,11.6,Regular,-2.535134024049257,79.2276,MED,Medium,Tier 3,Supermarket Type2,649.8208,FD,4,B,6.829965517241379
1688,15.85,Regular,-2.1116035672087934,59.422,HIGH,Medium,Tier 3,Supermarket Type3,1078.596,FD,28,A,3.7490220820189273
1689,12.6,Low Fat,-3.0252465049888286,60.1194,HIGH,Medium,Tier 3,Supermarket Type3,1114.5492,FD,28,A,4.7713809523809525
1690,5.825,Low Fat,-2.3917668271421677,159.7894,MED,Small,Tier 2,Supermarket Type1,1294.3152,NC,9,C,27.431656652360513
1691,16.35,Low Fat,-2.9949450355071927,196.3426,MED,Medium,Tier 3,Supermarket Type2,1384.1982,FD,4,C,12.008721712538225
1692,14.7,Low Fat,-3.8672302010186916,141.8128,MED,Small,Tier 2,Supermarket Type1,1869.5664,DR,9,C,9.647129251700681
1693,11.6,Low Fat,-3.44338978351174,141.9154,MED,Small,Tier 2,Supermarket Type1,992.7078,DR,9,C,12.234086206896553
1694,16.75,Low Fat,-2.25600178118058,155.163,MED,High,Tier 3,Supermarket Type1,2972.797,FD,26,C,9.263462686567165
1695,12.5,Low Fat,-3.878564100039212,197.2742,MED,High,Tier 3,Supermarket Type1,2587.9646,FD,26,C,15.781936
1696,12.6,Regular,-2.0896724271647744,253.0356,LOW,Small,Tier 3,Grocery Store,254.3356,FD,15,D,20.082190476190476
1697,12.35,Low Fat,-1.8090754756500946,117.6124,MED,High,Tier 3,Supermarket Type1,3910.9092,NC,26,B,9.52327125506073
1698,13.35,Low Fat,-2.732100320635456,93.0804,MED,Small,Tier 2,Supermarket Type1,2113.2492,FD,11,B,6.972314606741573
1699,6.63,Regular,-1.7030435492975113,165.65,LOW,Small,Tier 1,Grocery Store,665.8,FD,28,C,24.984917043740573
1700,20.25,Regular,-3.9784812346934872,223.4772,HIGH,Medium,Tier 3,Supermarket Type3,7116.0704,FD,28,D,11.035911111111112
1701,18.85,Low Fat,-1.8382417781452836,129.3336,LOW,Small,Tier 1,Grocery Store,127.8336,DR,28,B,6.861198938992041
1702,6.63,Regular,-2.2639894020495337,166.85,MED,High,Tier 3,Supermarket Type1,5326.4,FD,26,C,25.165912518853695
1703,6.61,Regular,-3.535989900600854,188.4898,MED,Medium,Tier 3,Supermarket Type2,4677.245,FD,4,C,28.515854765506806
1704,19.6,Regular,-2.055632370916621,166.8816,MED,Small,Tier 2,Supermarket Type1,1845.5976,FD,9,C,8.514367346938775
1705,13.6,Regular,-2.1215098041361284,234.53,MED,Small,Tier 2,Supermarket Type1,6524.84,FD,6,D,17.24485294117647
1706,9.5,Low Fat,-2.6038895570024403,252.5724,HIGH,Medium,Tier 3,Supermarket Type3,3271.7412,FD,28,D,26.58656842105263
1707,19.25,Regular,-3.6032971277309005,197.511,MED,Small,Tier 2,Supermarket Type1,982.055,FD,6,C,10.260311688311688
1708,5.73,Low Fat,-2.5327499611640523,86.7882,LOW,Small,Tier 1,Grocery Store,85.8882,DR,28,B,15.146282722513089
1709,20.0,Regular,-2.8130353538841626,168.7132,MED,Small,Tier 2,Supermarket Type1,6426.3016,FD,11,C,8.43566
1710,15.2,Low Fat,-3.8582538285686936,217.0824,HIGH,Medium,Tier 3,Supermarket Type3,6769.8544,FD,28,D,14.281736842105264
1711,20.75,Low Fat,-1.7039765079861287,161.0578,LOW,Small,Tier 3,Grocery Store,481.3734,FD,15,C,7.761821686746988
1712,7.235,Low Fat,-2.843481906749765,114.8834,MED,Medium,Tier 1,Supermarket Type1,3340.3186,FD,14,B,15.878838977194194
1713,13.5,Low Fat,-2.9054580803432404,36.6874,HIGH,Medium,Tier 3,Supermarket Type3,1058.622,NC,28,A,2.717585185185185
1714,6.78,Low Fat,-2.707180634285045,187.724,MED,Medium,Tier 1,Supermarket Type1,1491.392,FD,14,C,27.687905604719763
1715,7.3,Low Fat,-1.936776450565506,146.3076,LOW,Small,Tier 3,Grocery Store,886.8456,FD,15,C,20.042136986301372
1716,12.3,Low Fat,-2.94773560507139,188.753,MED,High,Tier 3,Supermarket Type1,3795.06,NC,26,C,15.345772357723575
1717,16.85,Low Fat,-1.9662158402469185,145.276,MED,Medium,Tier 3,Supermarket Type2,2490.092,FD,4,C,8.621721068249258
1718,14.65,Regular,-2.3097477033532496,49.8666,MED,Medium,Tier 1,Supermarket Type1,563.9326,FD,14,A,3.4038634812286688
1719,15.6,Low Fat,-3.2786069600252485,123.7704,MED,Small,Tier 2,Supermarket Type1,3129.26,FD,9,B,7.934
1720,17.35,Low Fat,-1.7834050111026412,176.2712,MED,Medium,Tier 3,Supermarket Type2,1230.3984,NC,4,C,10.15972334293948
1721,16.0,Low Fat,-2.4067111153967673,141.3154,MED,Medium,Tier 1,Supermarket Type1,3261.7542,FD,14,C,8.8322125
1722,17.0,Low Fat,-1.9929986475793218,170.9106,MED,Medium,Tier 3,Supermarket Type2,1197.7742,FD,4,C,10.053564705882351
1723,11.5,Regular,-2.0726035501239313,100.5358,MED,Small,Tier 2,Supermarket Type1,2111.2518,FD,11,B,8.74224347826087
1724,5.695,Regular,-2.69265543593716,256.5988,MED,Small,Tier 1,Supermarket Type1,2055.9904,FD,16,D,45.05685689201053
1725,15.2,Low Fat,-2.1812823122476,36.0848,MED,Small,Tier 1,Supermarket Type1,1193.1136,DR,16,A,2.374
1726,9.1,Low Fat,-1.7488514165209306,126.5362,MED,High,Tier 3,Supermarket Type1,1761.7068,FD,26,B,13.905076923076923
1727,16.85,Low Fat,-1.9185081973581182,146.076,MED,Small,Tier 2,Supermarket Type1,2636.568,FD,6,C,8.66919881305638
1728,11.15,Low Fat,-2.6102392599007542,65.9142,MED,Small,Tier 2,Supermarket Type1,790.9704,NC,11,A,5.911587443946187
1729,17.0,Low Fat,-2.1262343762407134,247.4434,MED,High,Tier 3,Supermarket Type1,2980.1208,FD,26,D,14.555494117647058
1730,7.47,Regular,-1.8772415500056527,215.2218,MED,Small,Tier 2,Supermarket Type1,3419.5488,FD,6,D,28.8114859437751
1731,20.7,Low Fat,-3.0208673290077726,37.3506,MED,Small,Tier 1,Supermarket Type1,834.9132,FD,16,A,1.804376811594203
1732,15.6,Regular,-2.251168267236809,173.2764,MED,Small,Tier 2,Supermarket Type1,3779.0808,FD,9,C,11.10746153846154
1733,17.7,Regular,-2.1027248995362875,100.7674,MED,Small,Tier 2,Supermarket Type1,814.9392,FD,11,B,5.693073446327683
1734,13.0,Low Fat,-2.489268143287997,60.0194,MED,Medium,Tier 1,Supermarket Type1,1114.5492,NC,14,A,4.616876923076923
1735,14.0,Regular,-3.513819633352154,146.3786,MED,Small,Tier 2,Supermarket Type1,866.8716,FD,11,C,10.455614285714287
1736,18.85,Regular,-2.688931542953726,119.044,MED,Small,Tier 1,Supermarket Type1,2396.88,FD,16,B,6.315331564986737
1737,15.7,Low Fat,-3.29077281995715,182.4634,MED,Small,Tier 2,Supermarket Type1,1999.3974,DR,9,C,11.621872611464969
1738,15.85,Low Fat,-3.8879342336495326,44.0112,MED,Small,Tier 1,Supermarket Type1,468.7232,NC,16,A,2.7767318611987384
1739,6.175,Regular,-1.7199367455524213,94.3752,MED,Small,Tier 1,Supermarket Type1,1342.2528,FD,16,B,15.283433198380568
1740,15.2,Low Fat,-3.2932861658076797,216.4824,LOW,Small,Tier 1,Grocery Store,218.3824,FD,28,D,14.242263157894739
1741,16.0,Regular,-4.042817689116183,48.3718,MED,Small,Tier 2,Supermarket Type1,614.5334,FD,9,A,3.0232375
1742,13.15,Low Fat,-2.3731020360024915,158.1604,MED,Small,Tier 2,Supermarket Type1,1426.1436,NC,6,C,12.027406844106464
1743,16.5,Regular,-2.5272893991526897,102.7332,MED,Small,Tier 2,Supermarket Type1,1537.998,FD,11,B,6.2262545454545455
1744,14.65,Low Fat,-4.487092082757315,57.0614,MED,Small,Tier 2,Supermarket Type1,939.4438,NC,6,A,3.894976109215017
1745,13.5,Regular,-2.0780790862439047,261.491,MED,High,Tier 3,Supermarket Type1,3418.883,FD,26,D,19.369703703703703
1746,10.1,Low Fat,-3.4372804974261877,50.6008,MED,Medium,Tier 1,Supermarket Type1,404.8064,FD,14,A,5.009980198019802
1747,11.85,Regular,-2.88180439280044,51.4666,MED,Small,Tier 2,Supermarket Type1,974.0654,FD,6,A,4.3431729957805905
1748,9.285,Regular,-3.8608920117106367,161.0578,MED,Small,Tier 2,Supermarket Type1,2406.867,FD,11,C,17.346020463112545
1749,12.8,Regular,-3.7496276635670087,223.5404,MED,Small,Tier 2,Supermarket Type1,5626.01,FD,9,D,17.46409375
1750,6.235,Low Fat,-3.9006006397381947,260.8962,MED,Medium,Tier 1,Supermarket Type1,5956.9126,NC,14,D,41.84381716118685
1751,12.15,Low Fat,-2.0291603144595314,246.846,MED,Small,Tier 2,Supermarket Type1,6404.996,FD,11,D,20.316543209876542
1752,19.6,Low Fat,-2.4785752355591395,44.077,LOW,Small,Tier 1,Grocery Store,216.385,NC,28,A,2.2488265306122446
1753,12.35,Regular,-1.6812117722870425,78.2328,MED,Medium,Tier 1,Supermarket Type1,1158.492,FD,14,B,6.33463967611336
1754,9.195,Regular,-1.586146104903418,101.0016,LOW,Small,Tier 3,Grocery Store,202.4032,FD,15,B,10.984404567699837
1755,16.2,Low Fat,-3.32263867303225,260.3278,MED,Medium,Tier 3,Supermarket Type2,2342.9502,FD,4,D,16.06961728395062
1756,7.285,Low Fat,-3.463248151819868,174.6054,MED,Small,Tier 2,Supermarket Type1,2976.7918,NC,6,C,23.967796842827727
1757,7.05,Regular,-2.890318597309214,224.7088,MED,Small,Tier 1,Supermarket Type1,3131.9232,FD,16,D,31.87358865248227
1758,7.905,Low Fat,-3.412424197175324,109.9254,LOW,Small,Tier 1,Grocery Store,108.5254,FD,28,B,13.905806451612902
1759,14.5,Regular,-2.751006487228304,262.3594,MED,Small,Tier 1,Supermarket Type1,4448.2098,FD,16,D,18.09375172413793
1760,13.35,Low Fat,-4.262544113590923,75.7012,MED,Small,Tier 2,Supermarket Type1,1442.1228,DR,6,B,5.670501872659176
1761,11.5,Low Fat,-2.0008798181220984,128.4652,MED,Medium,Tier 1,Supermarket Type1,2841.6344,FD,14,B,11.17088695652174
1762,12.1,Low Fat,-4.083231996134945,180.666,MED,Medium,Tier 1,Supermarket Type1,2876.256,DR,14,C,14.93107438016529
1763,11.8,Regular,-2.364064394319981,124.5704,MED,Medium,Tier 3,Supermarket Type2,1001.3632,FD,4,B,10.556813559322034
1764,7.05,Low Fat,-2.4614385485569654,107.4912,MED,Medium,Tier 3,Supermarket Type2,982.7208,FD,4,B,15.246978723404256
1765,19.85,Low Fat,-2.923150752977776,195.7768,HIGH,Medium,Tier 3,Supermarket Type3,3547.3824,FD,28,C,9.862811083123425
1766,18.75,Low Fat,-4.569267857202488,207.0954,MED,Small,Tier 1,Supermarket Type1,3125.931,NC,16,D,11.045088
1767,19.25,Regular,-3.606911634504205,196.311,MED,Small,Tier 2,Supermarket Type1,3142.576,FD,11,C,10.197974025974027
1768,16.2,Low Fat,-2.8196721620921026,100.57,MED,High,Tier 3,Supermarket Type1,1398.18,FD,26,B,6.208024691358024
1769,8.31,Regular,-2.1528849076562544,176.0028,MED,Medium,Tier 3,Supermarket Type2,4427.57,FD,4,C,21.179638989169675
1770,13.1,Low Fat,-2.5854266065438307,73.8354,MED,Small,Tier 2,Supermarket Type1,1956.1204,FD,6,B,5.636290076335879
1771,13.5,Low Fat,-3.8398696601706965,180.5976,MED,Small,Tier 1,Supermarket Type1,3078.6592,FD,16,C,13.3776
1772,11.15,Regular,-2.454204299704849,169.679,MED,Small,Tier 1,Supermarket Type1,1018.674,FD,16,C,15.217847533632286
1773,7.5,Low Fat,-2.3350462205099247,56.2588,MED,Medium,Tier 3,Supermarket Type2,687.1056,NC,4,A,7.501173333333333
1774,10.5,Low Fat,-3.0410303122973295,156.5946,HIGH,Medium,Tier 3,Supermarket Type3,3787.0704,DR,28,C,14.91377142857143
1775,15.6,Regular,-2.246913857789582,169.9764,MED,Medium,Tier 3,Supermarket Type2,2748.4224,FD,4,C,10.895923076923077
1776,7.05,Low Fat,-1.9053905250444134,111.1912,LOW,Small,Tier 1,Grocery Store,109.1912,FD,28,B,15.771801418439717
1777,6.78,Low Fat,-2.703093689923353,186.524,MED,Small,Tier 2,Supermarket Type1,2609.936,FD,6,C,27.510914454277284
1778,16.0,Low Fat,-3.195692765714665,141.1496,MED,Small,Tier 2,Supermarket Type1,4516.7872,FD,9,C,8.82185
1779,13.8,Regular,-4.222512398750084,89.1172,HIGH,Medium,Tier 3,Supermarket Type3,2319.6472,FD,28,B,6.457768115942028
1780,10.5,Low Fat,-3.0321106970422216,159.6946,MED,Medium,Tier 3,Supermarket Type2,3629.2758,DR,4,C,15.209009523809524
1781,17.1,Low Fat,-3.41851576285452,148.8392,MED,Medium,Tier 3,Supermarket Type2,2087.9488,FD,4,C,8.704046783625731
1782,7.535,Low Fat,-3.0120554181570878,121.644,MED,Small,Tier 2,Supermarket Type1,1557.972,DR,11,B,16.143861977438622
1783,15.1,Low Fat,-3.650100838671448,146.6076,MED,Small,Tier 2,Supermarket Type1,2364.9216,FD,9,C,9.709112582781456
1784,15.1,Low Fat,-3.6442712794282888,149.0076,MED,Small,Tier 2,Supermarket Type1,4138.6128,FD,6,C,9.86805298013245
1785,10.0,Low Fat,-3.652261818336424,264.7226,MED,Medium,Tier 3,Supermarket Type2,3171.8712,FD,4,D,26.47226
1786,20.85,Low Fat,-2.3210505143487374,224.0746,MED,Small,Tier 2,Supermarket Type1,2243.746,FD,6,D,10.746983213429257
1787,16.7,Regular,-2.124944173311104,182.1976,MED,Small,Tier 2,Supermarket Type1,724.3904,FD,9,C,10.910035928143712
1788,8.315,Regular,-2.8210978203119894,143.6444,LOW,Small,Tier 3,Grocery Store,145.1444,FD,15,C,17.275333734215273
1789,15.6,Low Fat,-3.120792017853822,173.8054,LOW,Small,Tier 1,Grocery Store,175.1054,FD,28,C,11.141371794871795
1790,16.75,Low Fat,-2.5095498668983485,258.4988,MED,Small,Tier 2,Supermarket Type1,4111.9808,FD,9,D,15.43276417910448
1791,6.15,Low Fat,-2.513127609380239,98.8384,LOW,Small,Tier 1,Grocery Store,492.692,FD,28,B,16.071284552845526
1792,12.5,Low Fat,-4.994417466877772,42.9112,MED,Medium,Tier 1,Supermarket Type1,1022.6688,NC,14,A,3.432896
1793,6.8,Low Fat,-3.283493015766823,49.9034,MED,Small,Tier 1,Supermarket Type1,194.4136,FD,16,A,7.338735294117647
1794,7.3,Low Fat,-2.4527024758431955,149.8076,MED,High,Tier 3,Supermarket Type1,2808.3444,FD,26,C,20.521589041095893
1795,15.85,Low Fat,-3.886380697599626,42.5112,MED,Medium,Tier 1,Supermarket Type1,852.224,NC,14,A,2.682094637223975
1796,12.1,Regular,-2.7941970373694365,56.5614,MED,Small,Tier 2,Supermarket Type1,828.921,DR,9,A,4.674495867768595
1797,9.195,Regular,-2.548243844806836,107.6596,MED,Small,Tier 2,Supermarket Type1,323.5788,FD,11,B,11.708493746601413
1798,7.59,Regular,-1.931572308898459,174.708,MED,High,Tier 3,Supermarket Type1,2942.836,FD,26,C,23.01818181818182
1799,12.15,Low Fat,-2.77682194168326,34.5532,MED,High,Tier 3,Supermarket Type1,359.532,FD,26,A,2.843884773662551
1800,19.75,Regular,-3.5010091865940094,179.766,LOW,Small,Tier 3,Grocery Store,719.064,FD,15,C,9.102075949367087
1801,18.85,Low Fat,-4.128656294562094,130.2626,MED,Small,Tier 2,Supermarket Type1,2360.9268,NC,9,B,6.910482758620689
1802,12.15,Low Fat,-4.170284796558823,211.2928,MED,High,Tier 3,Supermarket Type1,2735.1064,FD,26,D,17.39035390946502
1803,13.1,Low Fat,-3.2814393110053897,174.2054,MED,Small,Tier 2,Supermarket Type1,3677.2134,FD,9,C,13.29812213740458
